title,pub_status,pub_date,parc_status,parc_number,lib_status,pub_location,data_link,comments,parc_ref,publication_year,author,publication_title,doi,url,date,journal_abbreviation
Wave dynamics of a pacific atoll with high frictional effects,PUBLISHED,1/11/2016,ASSIGNED,PARC-0120,UPLOADED,http://dx.doi.org/10.1002/2015JC011170,http://dx.doi.org/10.1002/2015JC011170,Library info not verified,"Rogers, J.S., S.G. Monismith, D.A. Koweek and R.B. Dunbar. 2015. Wave dynamics of a pacific atoll with high frictional effects. J. Geophys. Res. Ocean. 120: 1–18. doi:10.1002/2015JC011170. {PARC-0120}",NA,NA,NA,NA,NA,NA,NA
Ecology of a vulnerable shorebird across a gradient of habitat alteration: Bristle-thighed Curlews (Numenius tahitiensis) (Aves: Charadriiformes) on Palmyra Atoll,PUBLISHED,10/16/2015,ASSIGNED,PARC-0121,UPLOADED,https://doi.org/10.2984/70.2.3,http://www.Bio One.org/,Check Bio One paper site for supplemental info,"Guerra, A., F. Micheli and C. L. Wood (2015). Ecology of a vulnerable shorebird across a gradient of habitat alteration: Bristle-thighed Curlews (Numenius tahitiensis) (Aves: Charadriiformes) on Palmyra Atoll. Pacific Science. 70(2):159-174. https://doi.org/10.2984/70.2.3{PARC-0121}",NA,NA,NA,NA,NA,NA,NA
Stable isotope analysis as an early monitoring tool for community-scale effects of rat eradication,PUBLISHED,3/1/2017,ASSIGNED,PARC-0122,UPLOADED,https://doi.org/10.1111/rec.12511,http://onlinelibrary.wiley.com/doi/10.1111/rec.12511/suppinfo,PARC number originally listed without the 0,"Hathaway, S GET TITLE {PARC-0122}",NA,NA,NA,NA,NA,NA,NA
Use of high-resolution acoustic cameras to study reef shark behavioral ecology,PUBLISHED,6/1/2016,ASSIGNED,PARC-0123,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0022098116300855,http://dx.doi.org/10.1016/j.jembe.2016.04.012,Book chapter,"McCauley, DJ, P.A. DeSalles, H.S. Young, J.P.A. Gardner, and F. Micheli. 2016. Use of high-resolution acoustic cameras to study reef shark behavioral ecology. Journal of Experimental Marine Biology and Ecology 482:128–133 {PARC-0123}",2016,"McCauley, Douglas J.; DeSalles, Paul A.; Young, Hillary S.; Gardner, Jonathan P.A.; Micheli, Fiorenza",Journal of Experimental Marine Biology and Ecology,10.1016/j.jembe.2016.04.012,https://linkinghub.elsevier.com/retrieve/pii/S0022098116300855,2016-09,Journal of Experimental Marine Biology and Ecology
Thermodynamics and hydrodynamics in an atoll reef system and their influence on coral cover,PUBLISHED,6/13/2016,ASSIGNED,PARC-0124,UPLOADED,https://doi.org/ doi:10.1002/lno.10365,https://doi.org/ doi:10.1002/lno.10365,Some supporting information available,"Rogers, J.S., S.G. Monismith, D.A. Koweek, W.I. Torres, and R.B. Dunbar. 2016. Thermodynamics and hydrodynamics in an atoll reef system and their influence on coral cover. Limnology and Oceanography. 61:2191-2206. doi: 10.1002/lno.10365 {PARC-0124}",NA,NA,NA,NA,NA,NA,NA
Large-area imaging reveals biologically driven non-random spatial patterns of corals at a remote reef,PUBLISHED,10/12/2017,ASSIGNED,PARC-0125,UPLOADED,https://doi.org/10.1007/s00338-017-1624-3,-,PARC number originally listed without the 0,Edwards Clinton et al. Coral Reefs SUBMITTED {PARC-0125},2017,"Edwards, Clinton B; Eynaud, Yoan; Williams, Gareth J; Pedersen, Nicole E; Zgliczynski, Brian J; Gleason, Arthur CR; Smith, Jennifer E; Sandin, Stuart A",Coral Reefs,10.1007/s00338-017-1624-3,https://doi.org/10.1007/s00338-017-1624-3,2017-12,Coral Reefs
Cascading community and ecosystem consequences of introduced palms in Pacific Islands,PUBLISHED,12/23/2016,ASSIGNED,PARC-0126,UPLOADED,https://doi.org/10.1139/cjz-2016-0107,-,NA,"Young, H.S., A Miller-ter Kuile, D.M. McCauley and R. Dirzo. 2017. Cascading community and ecosystem consequences of introduced palms in Pacific Islands. Canadian Journal of Zoology. 95(3):139-148, https://doi.org/10.1139/cjz-2016-0107 {PARC-0126}",NA,NA,NA,NA,NA,NA,NA
"A coupled wave-hydrodynamic model of an atoll with high friction: Mechanisms for flow, connectivity, and ecological implications",PUBLISHED,12/28/2016,ASSIGNED,PARC-0127,UPLOADED,https://www.sciencedirect.com/science/article/pii/S146350031630169X?via%3Dihub,-,-,"Rogers, J.S., S.G. Monismith, O.B. Fringer, D.A. Koweek and R.B. Dunbar. 2017. A coupled wave-hydrodynamic model of an atoll with high friction: mechanisms for flow, connectivity, and ecological implications. Ocean Modelling 110:66–82. {PARC-0127}",2017,"Rogers, Justin S.; Monismith, Stephen G.; Fringer, Oliver B.; Koweek, David A.; Dunbar, Robert B.",Ocean Modelling,10.1016/j.ocemod.2016.12.012,https://linkinghub.elsevier.com/retrieve/pii/S146350031630169X,2017-02,Ocean Modelling
Coral larvae change their settlement preference for crustose coralline algae dependent on availability of bare space,PUBLISHED,2/2/2018,ASSIGNED,PARC-0128,UPLOADED,https://doi.org/10.1007/s00338-018-1665-2,-,-,"Elmer, F et al {PARC-0128}",2018,"Elmer, Franziska; Bell, James J.; Gardner, Jonathan P. A.",Coral Reefs,10.1007/s00338-018-1665-2,http://link.springer.com/10.1007/s00338-018-1665-2,2018-06,Coral Reefs
Activity seascapes highlight central place foraging strategies in marine predators that never stop swimming,PUBLISHED,5/28/2018,ASSIGNED,PARC-0129,UPLOADED,https://doi.org/10.1186/s40462-018-0127-3,-,Data available by request to author,"Papastamatiou,Y.P., Y.Y. Watanabe, U. Demšar, V. Leos-Barajas, R. Langrock, D. Bradley, K. Weng, C.G. Lowe, A.M. Friedlander, and J.E. Caselle. Activity seascapes highlight central place refuging strategies in marine predators that do not need a shelter. Submitted to Animal Behavior{PARC-0129}",2018,"Papastamatiou, Yannis P.; Watanabe, Yuuki Y.; Demšar, Urška; Leos-Barajas, Vianey; Bradley, Darcy; Langrock, Roland; Weng, Kevin; Lowe, Christopher G.; Friedlander, Alan M.; Caselle, Jennifer E.",Movement Ecology,10.1186/s40462-018-0127-3,https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-018-0127-3,2018-12,Mov Ecol
Growth and life history variability of the grey reef shark (Carcharhinus amblyrhynchos) across its range,PUBLISHED,2/16/2017,ASSIGNED,PARC-0130,UPLOADED,"https://doi.org/10.1371/
journal.pone.0172370","https://doi.org/10.1371/
journal.pone.0172370",Some supporting information available,"Bradley D, E. Conklin, Y.P. Papastamatiou, D.J. McCauley, K. Pollock, B.E. Kendall, S.D. Gaines, and J.E. Caselle. 2017. Growth and life history variability of the grey reef shark (Carcharhinus amblyrhynchos) across its range. PLoS ONE. 12:1-20. {PARC-0130}",2017,"Bradley, Darcy; Conklin, Eric; Papastamatiou, Yannis P.; McCauley, Douglas J.; Pollock, Kydd; Kendall, Bruce E.; Gaines, Steven D.; Caselle, Jennifer E.",PLOS ONE,10.1371/journal.pone.0172370,https://dx.plos.org/10.1371/journal.pone.0172370,2017-02-16,PLoS ONE
Resetting predator baselines in coral reef ecosystems,PUBLISHED,2/21/2017,ASSIGNED,PARC-0131,UPLOADED,https://doi.org/10.1038/srep43131,-,PARC number originally listed without the 0,"Bradley D, E. Conklin, Y.P. Papastamatiou, D.J. McCauley, K. Pollock, A. Pollock, B.E. Kendall, S.D. Gaines, and J.E. Caselle. 2017. Resetting predator baselines in coral reef ecosystems.. Sci Rep. 7:43131.{PARC-0131}",2017,"Bradley, Darcy; Conklin, Eric; Papastamatiou, Yannis P; McCauley, Douglas J; Pollock, Kydd; Pollock, Amanda; Kendall, Bruce E; Gaines, Steven D; Caselle, Jennifer E",Scientific Reports,10.1038/srep43131,https://www.ncbi.nlm.nih.gov/pubmed/28220895,2017-02-21,NA
No persistent behavioural effects of SCUBA diving on reef sharks,PUBLISHED,3/13/2017,ASSIGNED,PARC-0132,UPLOADED,https://doi.org/10.3354/meps12053,https://doi.org/10.3354/meps12053,Some supporting information available,"Bradley D., Y.P Papastamatiou, and J.E. Caselle. 2017. No persistent behavioural effects of SCUBA diving on reef sharks. Marine Ecology Progress Series. 567:173-184 {PARC-0132}",2017,"Bradley, Darcy; Papastamatiou, Yannis P; Caselle, Jennifer E",Marine Ecology Progress Series,10.3354/meps12053,https://doi.org/10.3354/meps12053,2017-03-13,Mar Ecol Prog Ser
Assessing the effectiveness of a large marine protected area for reef shark conservation,PUBLISHED,1/13/2017,ASSIGNED,PARC-0133,UPLOADED,https://linkinghub.elsevier.com/retrieve/pii/S0006320717300678,-,Supplemental data available through links,"White, T.D, A.B. Carlisle, D.A. Kroodsma, B.A. Block, R. Casagrandi, G.A. De Leo, M. Gatto, F. Micheli, D.J. McCauley. 2017. Assessing the effectiveness of a large marine protected area for reef shark conservation. Biological Conservation 207: 64–7. {PARC-0133}",2017,"White, Timothy D.; Carlisle, Aaron B.; Kroodsma, David A.; Block, Barbara A.; Casagrandi, Renato; De Leo, Giulio A.; Gatto, Marino; Micheli, Fiorenza; McCauley, Douglas J.",Biological Conservation,10.1016/j.biocon.2017.01.009,https://linkinghub.elsevier.com/retrieve/pii/S0006320717300678,2017-03,Biological Conservation
Predation risk influences feeding rates but competition structures space use for a common Pacific parrotfis,PUBLISHED,3/24/2017,ASSIGNED,PARC-0134,UPLOADED,https://doi.org/10.1007/s00442-017-3857-9,http://dx.doi.org/10.1007/s00442-017-3857-9,Some supporting information available,"Davis, K, P.M. Carlson, R.R. Warner and J.E. Caselle. 2017. Predation risk influences feeding rates but competition structures space use for a common Pacific parrotfish. Oecologia. 184:139-149. {PARC-0134}",NA,NA,NA,NA,NA,NA,NA
Parrotfish movement patterns vary with spatiotemporal scale,PUBLISHED,8/18/2017,ASSIGNED,PARC-0135,UPLOADED,https://doi.org/10.3354/meps12174,https://doi.org/10.3354/meps12174,Some supporting information available,"Davis K, P.M. Carlson, C.G. Lowe, R.R. Warner and J.E. Caselle. 2017. Parrotfish movement patterns vary with spatiotemporal scale. Marine Ecology Progress Series. 577:149-164. {PARC-0135}",2017,"Davis, K; Carlson, Pm; Lowe, Cg; Warner, Rr; Caselle, Je",Marine Ecology Progress Series,10.3354/meps12174,https://www.int-res.com/abstracts/meps/v577/p149-164/,2017-08-18,Mar. Ecol. Prog. Ser.
Fine-scale spatial patterns of parrotfish herbivory are shaped by resource availability,PUBLISHED,8/18/2017,ASSIGNED,PARC-0136,UPLOADED,https://doi.org/10.3354/meps12258,http://www.int-res.com/articles/suppl/m577p165_supp.pdf,Some supplementary info available at provided link | PARC number originally listed without the 0,"Carlson PM, Davis K, Warner RR, Caselle JE. 2017. Fine-scale spatial patterns of parrotfish herbivory are shaped by resource availability. Marine Ecology Progress Series. 577:165-176. {PARC-0136}",2017,"Carlson, Pm; Davis, K; Warner, Rr; Caselle, Je",Marine Ecology Progress Series,10.3354/meps12258,https://www.int-res.com/abstracts/meps/v577/p165-176/,2017-08-18,Mar. Ecol. Prog. Ser.
Mapping elemental contamination on Palmyra Atoll National Wildlife Refuge,PUBLISHED,12/30/2017,ASSIGNED,PARC-0137,UPLOADED,https://doi.org/10.1016/j.marpolbul.2017.12.065,https://doi.org/10.5066/F74F1P00,Some supporting information available | PARC number originally listed without the 0,"Struckhoff, M.A., C.E. Orazio, D.E. Tillitt, D.K. Shaver, and D.M. Papoulias. 2018.Mapping elemental contamination on Palmyra Atoll National Wildlife Refuge. Marine Pollution Bulletin. 128:97-105, https://doi.org/10.1016/j.marpolbul.2017.12.065. {PARC-0137}",2018,"Struckhoff, Matthew A.; Orazio, Carl E.; Tillitt, Donald E.; Shaver, David K.; Papoulias, Diana M.",Marine Pollution Bulletin,10.1016/j.marpolbul.2017.12.065,https://linkinghub.elsevier.com/retrieve/pii/S0025326X17311013,2018-03,Marine Pollution Bulletin
Limited trophic partitioning among sympatric delphinids off a tropical oceanic atoll,PUBLISHED,8/2/2017,ASSIGNED,PARC-0138,UPLOADED,https://doi.org/10.1371/journal.pone.0181526,https://datadryad.org/stash/dataset/doi:10.5061/dryad.tg0fd,Some information available| PARC number originally listed without the 0,"Young H, K. Nigro, D.J. McCauley, L.T. Ballance, E.M. Oleson, S. Baumann-Pickering, 2017. Limited trophic partitioning among sympatric delphinids off a tropical oceanic atoll. PLoS ONE 12(8): e0181526. https://doi.org/10.1371/journal.pone.0181526 {PARC-0138}",2017,"Young, Hillary; Nigro, Katherine; McCauley, Douglas J.; Ballance, Lisa T.; Oleson, Erin M.; Baumann-Pickering, Simone",PLOS ONE,10.1371/journal.pone.0181526,https://dx.plos.org/10.1371/journal.pone.0181526,2017-08-02,PLoS ONE
Spatial separation without territoriality in shark communities,PUBLISHED,11/9/2017,ASSIGNED,PARC-0139,UPLOADED,https://doi.org/doi:10.1111/oik.04289,https://doi.org/doi:10.1111/oik.04289,Library info not verified | PARC number originally listed without the 0,"Papastamatiou, Y.P., T.W. Bodey, A.M. Friedlander, C.G. Lowe, D. Bradley, K. Weng, V. Priestley, J.E. Caselle 2017. Spatial separation without territoriality in shark communities. Oikos XX;XX-XX. doi: 10.1111/oik.04289 {PARC-0139}",2018,"Papastamatiou, Yannis P.; Bodey, Thomas W.; Friedlander, Alan M.; Lowe, Christopher G.; Bradley, Darcy; Weng, Kevin; Priestley, Victoria; Caselle, Jennifer E.",Oikos,10.1111/oik.04289,http://doi.wiley.com/10.1111/oik.04289,2018-06,Oikos
"Changes in benthic community composition associated with the outbreak of the corallimorph, Rhodactis howesii, at Palmyra Atoll",PUBLISHED,8/13/2019,ASSIGNED,PARC-0140,UPLOADED,https://doi.org/10.1007/s00338-019-01841-5,https://link.springer.com/article/10.1007%2Fs00338-019-01841-5#Sec2,Raw data not found | PARC number originally listed without the 0,"Amanda L. Carter, Clinton B. Edwards, Yoan Eynaud, Michael D. Fox, Maggie D. Johnson, Levi S. Lewis, Corinne G. Amir, Stuart A. Sandin, and Jennifer E. Smith. Local-scale variability in the spatial and temporal dynamics of an invasive corallimorph, Rhodactis howesii, at Palmyra Atoll {PARC-0140}",2019,"Carter, Amanda L.; Edwards, Clinton B.; Fox, Michael D.; Amir, Corinne G.; Eynaud, Yoan; Johnson, Maggie D.; Lewis, Levi S.; Sandin, Stuart A.; Smith, Jennifer E.",Coral Reefs,10.1007/s00338-019-01841-5,http://link.springer.com/10.1007/s00338-019-01841-5,2019-12,Coral Reefs
Local extinction of the Asian tiger mosquito (Aedes albopictus) following rat eradication on Palmyra Atoll. Biology Letters.14 20170743,PUBLISHED,2/1/2018,ASSIGNED,PARC-0141,UPLOADED,https://doi.org/10.1098/rsbl.2017.0743,https://figshare.com/collections/Supplementary_material_from_Local_extinction_of_the_Asian_tiger_mosquito_i_Aedes_albopictus_i_following_rat_eradication_on_Palmyra_Atoll_/4007599,Some supporting information available | PARC number originally listed without the 0,NA,NA,NA,NA,NA,NA,NA,NA
Biophysical drivers of coral trophic depth zonation,PUBLISHED,2/9/2018,ASSIGNED,PARC-0142,UPLOADED,https://doi.org/10.1007/s00227-018-3314-2,https://doi.org/10.1007/s00227-018-3314-2,-,NA,2018,"Williams, Gareth J.; Sandin, Stuart A.; Zgliczynski, Brian J.; Fox, Michael D.; Gove, Jamison M.; Rogers, Justin S.; Furby, Kathryn A.; Hartmann, Aaron C.; Caldwell, Zachary R.; Price, Nichole N.; Smith, Jennifer E.",Marine Biology,10.1007/s00227-018-3314-2,http://link.springer.com/10.1007/s00227-018-3314-2,2018-04,Mar Biol
Mobile marine predators: an understudied source of nutrients to coral reefs in an unfished atoll,PUBLISHED,2/9/2018,ASSIGNED,PARC-0143,UPLOADED,http://dx.doi.org/10.1098/rspb.2017.2456,https://dx.doi.org/10.6084/m9.figshare.c.4007623,Some supplementary information available | PARC number originally listed without the 0,NA,2018,"Williams, Jessica J.; Papastamatiou, Yannis P.; Caselle, Jennifer E.; Bradley, Darcy; Jacoby, David M. P.",Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.2017.2456,https://royalsocietypublishing.org/doi/10.1098/rspb.2017.2456,2018-03-28,Proc. R. Soc. B.
"Marine protected areas and migratory species: residency of green turtles at Palmyra Atoll, Central Pacific",PUBLISHED,10/29/2018,ASSIGNED,PARC-0144,UPLOADED, https://doi.org/10.3354/esr00922,https://www.int-res.com/abstracts/esr/v37/p165-182/,Some supplementary information available| PARC number originally listed without the 0,NA,NA,NA,NA,NA,NA,NA,NA
Herbivorous fish populations respond positively to a shipwreck removal and associated alteration of benthic habitat,PUBLISHED,4/6/2018,ASSIGNED,PARC-0145,UPLOADED,https://doi.org/10.3389/fmars.2018.00406,-,PARC number originally listed without the 0,NA,NA,NA,NA,NA,NA,NA,NA
Quantifying coconut palm extent on Pacific islands using spectral and textural analysis of very high resolution imagery,PUBLISHED,3/28/2019,ASSIGNED,PARC-0146,UPLOADED,https://doi.org/10.1080/01431161.2019.1594440,-,Library info not verified | PARC number originally listed without the 0,NA,2019,"Burnett, Michael W.; White, Timothy D.; McCauley, Douglas J.; De Leo, Giulio A.; Micheli, Fiorenza",International Journal of Remote Sensing,10.1080/01431161.2019.1594440,https://doi.org/10.1080/01431161.2019.1594440,2019-10-02,Int J Remote Sens
"Chemistry of the consumption and excretion of the bumphead parrotfish (Bolbometopon muricatum), a coral reef mega-consumer",PUBLISHED,2/24/2019,ASSIGNED,PARC-0147,UPLOADED,https://doi.org/10.1007/s00338-019-01781-0,https://link.springer.com/article/10.1007%2Fs00338-019-01781-0#Sec14,PARC number originally listed without the 0,NA,2019,"Goldberg, E. Grace; Raab, Ted K.; Desalles, Paul; Briggs, Amy A.; Dunbar, Robert B.; Millero, Frank J.; Woosley, Ryan J.; Young, Hillary S.; Micheli, Fiorenza; Mccauley, Douglas J.",Coral Reefs,10.1007/s00338-019-01781-0,http://link.springer.com/10.1007/s00338-019-01781-0,2019-04,Coral Reefs
"Limited coral mortality following acute thermal stress and widespread bleaching on Palmyra Atoll, central Pacific",PUBLISHED,3/28/2019,ASSIGNED,PARC-0148,UPLOADED,https://doi.org/10.1007/s00338-019-01796-7,https://doi.org/10.1007/s00338-019-01796-7,-,NA,2019,"Fox, Michael D.; Carter, Amanda L.; Edwards, Clinton B.; Takeshita, Yuichiro; Johnson, Maggie D.; Petrovic, Vid; Amir, Corinne G.; Sala, Enric; Sandin, Stuart A.; Smith, Jennifer E.",Coral Reefs,10.1007/s00338-019-01796-7,http://link.springer.com/10.1007/s00338-019-01796-7,2019-08,Coral Reefs
Global biogeography of coral recruitment: tropical decline and subtropical increase,PUBLISHED,7/4/2019,ASSIGNED,PARC-0149,UPLOADED,https://doi.org/10.3354/meps12980,https://www.int-res.com/abstracts/meps/v621/p1-17/,Some supplemental information available | PARC number originally listed without the 0,NA,2019,"Price, Nn; Muko, S; Legendre, L; Steneck, R; van Oppen, Mjh; Albright, R; Ang Jr, P; Carpenter, Rc; Chui, Apy; Fan, Ty; Gates, Rd; Harii, S; Kitano, H; Kurihara, H; Mitarai, S; Padilla-Gamiño, Jl; Sakai, K; Suzuki, G; Edmunds, Pj",Marine Ecology Progress Series,10.3354/meps12980,https://www.int-res.com/abstracts/meps/v621/p1-17/,2019-07-04,Mar. Ecol. Prog. Ser.
The influence of habitat and adults on the spatial distribution of juvenile corals,PUBLISHED,6/16/2019,ASSIGNED,PARC-0150,UPLOADED,https://doi.org/doi: 10.1111/ecog.04520,http://dx.doi.org/10.5061/dryad.xxxxx,Some supporting information available,NA,2019,"Pedersen, Nicole E.; Edwards, Clinton B.; Eynaud, Yoan; Gleason, Arthur C. R.; Smith, Jennifer E.; Sandin, Stuart A.",Ecography,10.1111/ecog.04520,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.04520,2019-10,Ecography
Parasites in marine food webs,PUBLISHED,May-20,ASSIGNED,PARC-0151,UPLOADED,https://oxford.universitypressscholarship.com/view/10.1093/oso/9780198821632.001.0001/oso-9780198821632-chapter-2,-,Book Chapter | PARC number originally listed without the 0,NA,2020,"McLaughlin, John P; Morton, Dana N; Lafferty, Kevin D",Marine Disease Ecology,NA,https://oxford.universitypressscholarship.com/view/10.1093/oso/9780198821632.001.0001/oso-9780198821632-chapter-2,2020,NA
Possible control of acute outbreaks of a marine fungal pathogen by nominally herbivorous tropical reef fish,-,-,ASSIGNED,PARC-0152,INCOMPLETE,https://doi.org/10.1007/s00442-020-04697-7,-,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diel temperature and pH variability scale with depth across diverse coral reef habitats,-,-,ASSIGNED,PARC-0153,INCOMPLETE,https://doi.org/doi:10.1002/lol2.10129,NA,-,NA,NA,NA,NA,NA,NA,NA,NA
"Parasitic nematodes of marine fishes from Palmyra Atoll, East Indo-Pacific, including a new species of Spinitectus (Nematoda, Cystidicolidae). ZooKeys 892:1-26.",PUBLISHED,11/27/2019,ASSIGNED,PARC-0154,UPLOADED,https://doi.org/10.3897/zookeys.892.38447,-,PARC number originally listed without the 0,NA,NA,NA,NA,NA,NA,NA,NA
Dermal denticle assemblages in coral reef sediments correlate with conventional shark surveys,-,-,ASSIGNED,PARC-0155,INCOMPLETE,https://doi.org/10.1111/2041-210X.13346,-,NA,NA,NA,NA,NA,NA,NA,NA,NA
Multiyear social stability and social information in marine predators with diel fission-fusion dynamics,-,-,ASSIGNED,PARC-0156,INCOMPLETE,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA
Inter and intraspecific behavioral interactions are habitat-specific amongst reef sharks,-,-,ASSIGNED,PARC-0157,INCOMPLETE,https://doi.org/10.1007/s00442-020-04676-y,-,-,NA,NA,NA,NA,NA,NA,NA,NA
Sea turtles across the North Pacific are exposed to perfluoroalkyl substances,-,-,ASSIGNED,PARC-0158,INCOMPLETE,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impacts of rodent eradication on seed predation and plant community biomass on a tropical atoll,PUBLISHED,8/6/2020,ASSIGNED,PARC-0159,UPLOADED,https://doi.org/10.1111/btp.12864,-,-,NA,2021,"Miller‐ter Kuile, Ana; Orr, Devyn; Bui, An; Dirzo, Rodolfo; Klope, Maggie; McCauley, Douglas; Motta, Carina; Young, Hillary",Biotropica,10.1111/btp.12864,https://onlinelibrary.wiley.com/doi/10.1111/btp.12864,2021-01,Biotropica
Effects of consumer surface sterilization on diet DNA metabarcoding data of terrestrial invertebrates in natural environments and feeding trials,PUBLISHED,8/9/2021,ASSIGNED,PARC-0160,UPLOADED,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,NA,NA,2021,"Miller‐ter Kuile, Ana; Apigo, Austen; Young, Hillary S.",Ecology and Evolution,10.1002/ece3.7968,https://onlinelibrary.wiley.com/doi/10.1002/ece3.7968,2021-08-09,Ecol Evol
Predator-prey interactions of terrestrial invertebrates are determined by predator body size and species identity.,SUBMITTED,NA,ASSIGNED,PARC-0161,INCOMPLETE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Decadal Stability of Coral Reef Benthic Communities on Palmyra Atoll, Central Pacific, Through Two Bleaching Events",SUBMITTED,NA,ASSIGNED,PARC-0162,INCOMPLETE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
