transfered_to_zotero_online,padl_n,title,pub_type,parc_status,parc_number,lib_status,pub_location,data_link,reference,publication_year,author,journal_title,doi,abstract,keywords,notes,address_mgmt_action_which_one
,,Commentary on Palmyra atoll,paper,NO PARC,-,,http://dx.doi.org/10.1016/j.marpolbul.2011.10.001,,,2011,"Gardner, J; Collen, J; Dunbar, R; Garton, D",MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2011.10.001,NA,,,
,,Automated extraction of odontocete whistle contours,paper,NO PARC,-,,http://dx.doi.org/10.1121/1.3624821,,,2011,"Roch, MA; Brandes, TS; Patel, B; Barkley, Y; Baumann-Pickering, S; Soldevilla, MS",JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,10.1121/1.3624821,"Many odontocetes produce frequency modulated tonal calls known as whistles. The ability to automatically determine time x frequency tracks corresponding to these vocalizations has numerous applications including species description, identification, and density estimation. This work develops and compares two algorithms on a common corpus of nearly one hour of data collected in the Southern California Bight and at Palmyra Atoll. The corpus contains over 3000 whistles from bottlenose dolphins, long- and short-beaked common dolphins, spinner dolphins, and melon-headed whales that have been annotated by a human, and released to the Moby Sound archive. Both algorithms use a common signal processing front end to determine time x frequency peaks from a spectrogram. In the first method, a particle filter performs Bayesian filtering, estimating the contour from the noisy spectral peaks. The second method uses an adaptive polynomial prediction to connect peaks into a graph, merging graphs when they cross. Whistle contours are extracted from graphs using information from both sides of crossings. The particle filter was able to retrieve 71.5% (recall) of the human annotated tonals with 60.8% of the detections being valid (precision). The graph algorithm's recall rate was 80.0% with a precision of 76.9%. (C) 2011 Acoustical Society of America. [DOI: 10.1121/1.3624821]",,,
,,Predator-Induced Demographic Shifts in Coral Reef Fish Assemblages,paper,NO PARC,-,,http://dx.doi.org/10.1371/journal.pone.0021062,,,2011,"Ruttenberg, BI; Hamilton, SL; Walsh, SM; Donovan, MK; Friedlander, A; DeMartini, E; Sala, E; Sandin, SA",PLOS ONE,10.1371/journal.pone.0021062,"In recent years, it has become apparent that human impacts have altered community structure in coastal and marine ecosystems worldwide. Of these, fishing is one of the most pervasive, and a growing body of work suggests that fishing can have strong effects on the ecology of target species, especially top predators. However, the effects of removing top predators on lower trophic groups of prey fishes are less clear, particularly in highly diverse and trophically complex coral reef ecosystems. We examined patterns of abundance, size structure, and age-based demography through surveys and collection-based studies of five fish species from a variety of trophic levels at Kiritimati and Palmyra, two nearby atolls in the Northern Line Islands. These islands have similar biogeography and oceanography, and yet Kiritimati has similar to 10,000 people with extensive local fishing while Palmyra is a US National Wildlife Refuge with no permanent human population, no fishing, and an intact predator fauna. Surveys indicated that top predators were relatively larger and more abundant at unfished Palmyra, while prey functional groups were relatively smaller but showed no clear trends in abundance as would be expected from classic trophic cascades. Through detailed analyses of focal species, we found that size and longevity of a top predator were lower at fished Kiritimati than at unfished Palmyra. Demographic patterns also shifted dramatically for 4 of 5 fish species in lower trophic groups, opposite in direction to the top predator, including decreases in average size and longevity at Palmyra relative to Kiritimati. Overall, these results suggest that fishing may alter community structure in complex and non-intuitive ways, and that indirect demographic effects should be considered more broadly in ecosystem-based management.",,,
,,Patterns of Coral Disease across the Hawaiian Archipelago: Relating Disease to Environment,paper,NO PARC,-,,http://dx.doi.org/10.1371/journal.pone.0020370,,,2011,"Aeby, GS; Williams, GJ; Franklin, EC; Kenyon, J; Cox, EF; Coles, S; Work, TM",PLOS ONE,10.1371/journal.pone.0020370,"In Hawaii, coral reefs occur across a gradient of biological (host abundance), climatic (sea surface temperature anomalies) and anthropogenic conditions from the human-impacted reefs of the main Hawaiian Islands (MHI) to the pristine reefs of the northwestern Hawaiian Islands (NWHI). Coral disease surveys were conducted at 142 sites from across the Archipelago and disease patterns examined. Twelve diseases were recorded from three coral genera (Porites, Montipora, Acropora) with Porites having the highest prevalence. Porites growth anomalies (PorGAs) were significantly more prevalent within and indicative of reefs in the MHI and Porites trematodiasis (PorTrm) was significantly more prevalent within and indicative of reefs in the NWHI. Porites tissue loss syndrome (PorTLS) was also important in driving regional differences but that relationship was less clear. These results highlight the importance of understanding disease ecology when interpreting patterns of disease occurrence. PorTrm is caused by a parasitic flatworm that utilizes multiple hosts during its life cycle (fish, mollusk and coral). All three hosts must be present for the disease to occur and higher host abundance leads to higher disease prevalence. Thus, a high prevalence of PorTrm on Hawaiian reefs would be an indicator of a healthy coral reef ecosystem. In contrast, the high occurrence of PorGAs within the MHI suggests that PorGAs are related, directly or indirectly, to some environmental co-factor associated with increased human population sizes. Focusing on the three indicator diseases (PorGAs, PorTrm, PorTLS) we used statistical modeling to examine the underlying associations between disease prevalence and 14 different predictor variables (biotic and abiotic). All three diseases showed positive associations with host abundance and negative associations with thermal stress. The association with human population density differed among disease states with PorGAs showing a positive and PorTrm showing a negative association, but no significant explanatory power was offered for PorTLS.",,,
,,Molluscicidal Metabolites from an Assemblage of Palmyra Atoll Cyanobacteria,paper,NO PARC,-,,http://dx.doi.org/10.1021/np200106b,,,2011,"Pereira, AR; Etzbach, L; Engene, N; Muller, R; Gerwick, WH",JOURNAL OF NATURAL PRODUCTS,10.1021/np200106b,"Molluscicides can play an important role in the control of schistosomiasis because snails of the genus Biomphalaria act as intermediate hosts for the parasite. Schistosomiasis is one of 13 neglected tropical diseases with high morbidity and mortality that collectively affect one billion of the world's poorest population, mainly in developing countries. Thiopalmyrone (1) and palmyrrolinone (2), metabolites isolated from extracts of a Palmyra Atoll environmental assemblage of two cyanobacteria, cf. Oscillatoria and Hormoscilla spp., represent new and potent molluscicidal chemotypes against Biomphalaria glabrata (LC50 = 8.3 and 6.0 mu M, respectively). A slight enhancement in molluscicidal effect (LC50 = 5.0 mu M) was observed when these two natural products were utilized as an equimolar binary mixture.",,,
,,Spatial and temporal movement patterns of a multi-species coastal reef shark aggregation,paper,NO PARC,-,,http://dx.doi.org/10.3354/meps09080,,,2011,"Speed, CW; Meekan, MG; Field, IC; McMahon, CR; Stevens, JD; McGregor, F; Huveneers, C; Berger, Y; Bradshaw, CJA",MARINE ECOLOGY PROGRESS SERIES,10.3354/meps09080,"The quantification of spatial and temporal movement patterns of coral reef sharks is important to understand their role in reef communities and to aid the design of conservation strategies for this predatory guild. We observed 4 species of reef sharks aggregating in an inshore bay in the north of Western Australia for over 2 yr, using acoustic telemetry and visual censuses to examine how they partitioned this site in space and time. We fitted 58 sharks with acoustic transmitters: Carcharhinus melanopterus (36), C. amblyrhynchos (11), Negaprion acutidens (7) and Triaenodon obesus (4). Aggregations consisted primarily of C. melanopterus, although C. amblyrhynchos and N. acutidens were often present. We observed aggregations by visual census in summer (maximum of 44 sharks). Detections were highest during warmer months (Sep to Mar) for all species, although some individuals showed year-round residency. C. melanopterus, C. amblyrhynchos and N. acutidens had strong diel patterns of attendance at the aggregation site. Peak daily detections occurred from 13: 00 to 14: 00 h local time for C. melanopterus and C. amblyrhynchos; juvenile C. melanopterus and N. acutidens peaked at 05:00 and 10:00 h, respectively. There was considerable spatial overlap of core areas of use (50% kernel density estimates) at the northern end of the bay by all species; the southern end was used primarily by C. melanopterus and N. acutidens. Aggregations of C. melanopterus and C. amblyrhynchos consisted mainly of adult females, some of them pregnant. Courtship behaviour in C. melanopterus and T. obesus suggests that these aggregations are related to reproduction. All species displayed inter-annual site fidelity. The long-term presence of juvenile C. melanopterus and N. acutidens also suggests that this bay provides suitable conditions for younger age classes.",,,
,,"Palmyrolide A, an Unusually Stabilized Neuroactive Macrolide from Palmyra Atoll Cyanobacteria",paper,NO PARC,-,,http://dx.doi.org/10.1021/ol101752n,,,2010,"Pereira, AR; Cao, ZY; Engene, N; Soria-Mercado, IE; Murray, TF; Gerwick, WH",ORGANIC LETTERS,10.1021/ol101752n,"Palmyrolide A (1) is a new neuroactive macrolide isolated from a marine cyanobacterial assemblage composed of Leptolyngbya cl and Oscillatoria spp collected from Palmyra Atoll It features a rare N-methyl enamide and an Intriguing t-butyl branch, the latter renders the adjacent lactone ester bond resistant to hydrolysis. Consistent with its significant suppression of calcium influx in cerebrocortical neurons (IC50 = 3.70 mu M), palmyrolide A (1) showed a relatively potent sodium channel blocking activity in neuro-2a cells (IC50 = 5.2 mu m). without appreciable cytotoxicity",,,
,,"Discriminating features of echolocation clicks of melon-headed whales (Peponocephala electra), bottlenose dolphins (Tursiops truncatus), and Gray's spinner dolphins (Stenella longirostris longirostris)",paper,NO PARC,-,,http://dx.doi.org/10.1121/1.3479549,,,2010,"Baumann-Pickering, S; Wiggins, SM; Hildebrand, JA; Roch, MA; Schnitzler, HU",JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,10.1121/1.3479549,"Spectral parameters were used to discriminate between echolocation clicks produced by three dolphin species at Palmyra Atoll: melon-headed whales (Peponocephala electra), bottlenose dolphins (Tursiops runcatus) and Gray's spinner dolphins (Stenella longirostris longirostris). Single species acoustic behavior during daytime observations was recorded with a towed hydrophone array sampling at 192 and 480 kHz. Additionally, an autonomous, bottom moored High-frequency Acoustic Recording Package (HARP) collected acoustic data with a sampling rate of 200 kHz. Melon-headed whale echolocation clicks had the lowest peak and center frequencies, spinner dolphins had the highest frequencies and bottlenose dolphins were nested in between these two species. Frequency differences were significant. Temporal parameters were not well suited for classification. Feature differences were enhanced by reducing variability within a set of single clicks by calculating mean spectra for groups of clicks. Median peak frequencies of averaged clicks (group size 50) of melon-headed whales ranged between 24.4 and 29.7 kHz, of bottlenose dolphins between 26.7 and 36.7 kHz, and of spinner dolphins between 33.8 and 36.0 kHz. Discriminant function analysis showed the ability to correctly discriminate between 93% of melon-headed whales, 75% of spinner dolphins and 54% of bottlenose dolphins. (C) 2010 Acoustical Society of America. [DOI: 10.1121/1.3479549]",,,
,,"Evolved Diversification of a Modular Natural Product Pathway: Apratoxins F and G, Two Cytotoxic Cyclic Depsipeptides from a Palmyra Collection of Lyngbya bouillonii",paper,NO PARC,-,,http://dx.doi.org/10.1002/cbic.201000070,,,2010,"Tidgewell, K; Engene, N; Byrum, T; Media, J; Doi, T; Valeriote, FA; Gerwick, WH",CHEMBIOCHEM,10.1002/cbic.201000070,"A collection of Lyngbya bouillonii from Palmyra Atoll in the Central Pacific, a site several thousand kilometers distant from all previous collections of this chemically prolific species of cyanobacterium, was found to contain two new cancer cell cytotoxins of the apratoxin family. The structures of the new compounds, apratoxins F and G, were determined by 1D and 2D NMR techniques in combination with mass spectrometric methods. Stereochemistry was explored by using chromatographic analyses of the hydrolytically released fragments in combination with NMR and optical rotation comparisons with known members of the apratoxin family. Apratoxins F and G add fresh insights into the SAR of this family because they incorporate an N-methyl alanine residue at a position where all prior apratoxins have possessed a proline unit, yet they retain high potency as cytotoxins to H-460 cancer cells with IC50 values of 2 and 14 nM, respectively. Additional assays using zone inhibition of cancer cells and clonogenic cells give a comparison of the activities of apratoxin F to apratoxin A. Additionally, the clonogenic studies in combination with maximum tolerated dose (MTD) studies provided insights as to dosing schedules that should be used for in vivo studies, and preliminary in vivo evaluation validated the predicted in vivo efficacy for apratoxin A. These new apratoxins are illustrative of a mechanism (the modification of an NRPS adenylation domain specificity pocket) for evolving a biosynthetic pathway so as to diversify the suite of expressed secondary metabolites.",,,
,,Role of tropical Pacific SSTs in global medieval hydroclimate: A modeling study,paper,NO PARC,-,,http://dx.doi.org/10.1029/2009GL042239,,,2010,"Burgman, R; Seager, R; Clement, A; Herweijer, C",GEOPHYSICAL RESEARCH LETTERS,10.1029/2009GL042239,"The role of tropical Pacific SSTs in driving global medieval hydroclimate is assessed. Using fossil coral records from Palmyra Atoll, tropical Pacific sea surface temperature (SST) boundary conditions are derived for the period 1320-1462 A. D. These boundary conditions consist of La Nina-like mean state conditions in the tropical Pacific with inter-annual and decadal variability about that altered state. The reconstructed SSTs in the tropical Pacific are used to force a 16 member ensemble of atmospheric general circulation model (AGCM) simulations, coupled to a one layer ocean model outside of the tropical Pacific. The AGCM simulations of medieval climate are compared with modern climate simulations for the period 1856-2005 A. D. and are shown to reproduce many aspects of medieval hydroclimate found in paleo-proxy records for much of the Western Hemisphere, northern Eurasia, and the northern tropics. These results suggest that many features of global medieval hydroclimate changes can be explained by changes in tropical Pacific SSTs, though the potential role for other oceans is also discussed. Citation: Burgman, R., R. Seager, A. Clement, and C. Herweijer (2010), Role of tropical Pacific SSTs in global medieval hydroclimate: A modeling study, Geophys. Res. Lett., 37, L06705, doi:10.1029/2009GL042239.",,,
,,"Palmyramide A, a Cyclic Depsipeptide from a Palmyra Atoll Collection of the Marine Cyanobacterium Lyngbya majuscula",paper,NO PARC,-,,http://dx.doi.org/10.1021/np900428h,,,2010,"Taniguchi, M; Nunnery, JK; Engene, N; Esquenazi, E; Byrum, T; Dorrestein, PC; Gerwick, WH",JOURNAL OF NATURAL PRODUCTS,10.1021/np900428h,"Bioassay-guided fractionation of the extract of it consortium of it marine cyanobacterium and a red algii (Rhodophyta) led to the discovery of a novel compound, palmyramide A, along with the known compounds curacin D and malyngamide C. The planar structure of palmyramide A was determined by one- and two-dimensional NMR studies and Mass spectrometry. Palmyramide A is it cyclic depsipeptide that features an unusual arrangement of three amino acids and three hydroxy acids: one of the hydroxy acids is the rare 2,2-dimethyl-3-hydrohexanoic acid unit (Dmhha). The absolute configurations of the six residues were determined by Marfey's analysis, chiral HPLC analysis, and GUMS analysis of the hydrolysate. Morphological and phylogenetic studies revealed (lie sample to be composed of a Lyngbya majuscula-Centroceras sp. association. MALDI-imaging analysis of file cultured L. majuscula indicated that it wits file true producer of this new, depsipeptide. Pure palmyramide A showed sodium channel; blocking activity in neuro-2a ells and cytotoxic activity in H-460 human lung carcinoma cells.",,,
,,A Verified Estimation of the El Nino Index Nino-3.4 since 1877,paper,NO PARC,-,,http://dx.doi.org/10.1175/2009JCLI2724.1,,,2009,"Bunge, L; Clarke, AJ",JOURNAL OF CLIMATE,10.1175/2009JCLI2724.1,"Decadal and longer time-scale variabilities of the best known El Nino-Southern Oscillation (ENSO) indexes are poorly correlated before 1950, and so knowledge of interdecadal variability and trend in ENSO indexes is dubious, especially before 1950. To address this problem, the authors constructed and compared physically related monthly ENSO indexes. The base index was El Nino index Nino-3.4, the sea surface temperature (SST) anomaly averaged over the equatorial box bounded by 5 degrees N, 5 degrees S, 170 degrees W, and 120 degrees W; the authors also constructed indexes based on the nighttime marine air temperature over the Nino-3.4 region (NMAT3.4) and an equatorial Southern Oscillation index (ESOI). The Nino-3.4 index used the uninterpolated'' sea surface temperature data from the Second Hadley Centre Sea Surface Temperature dataset (HadSST2), a dataset with smaller uncertainty and better geographical coverage than others. In constructing the index, data at each point for a given month were weighted to take into account the typical considerable spatial variation of the SST anomaly over the Nino-3.4 box as well as the number of observations at that point for that month. Missing monthly data were interpolated and noise'' was reduced by using the result that Nino-3.4 has essentially the same calendar month amplitude structure every year. This 12-point calendar month structure from April to March was obtained by an EOF analysis over the last 58 yr and then was fitted to the entire monthly time series using a least squares approach. Equivalent procedures were followed for NMAT3.4 and ESOI. The new ESOI uses Darwin atmospheric pressure in the west and is based on theory that allows for variations of the atmospheric boundary layer depth across the Pacific. The new Nino-3.4 index was compared with NMAT3.4, the new ESOI, and with a record of delta O-18 from a coral at Palmyra, an atoll inside the region Nino-3.4 (Cobb et al.). Correlation coefficients between Nino-3.4 and the three monthly indexes mentioned above before 1950 are 0.84, 0.87, 0.73 and 0.93, 0.86, 0.73 for decadal time scales. These relatively high correlation coefficients between physically related but independent monthly time series suggest that this study has improved knowledge of low-frequency variability. All four indexes are consistent with a rise in Nino-3.4 SST and the weakening of the equatorial Pacific winds since about 1970.",,,
,,Tropical Pacific Forcing of North American Medieval Megadroughts: Testing the Concept with an Atmosphere Model Forced by Coral-Reconstructed SSTs,paper,NO PARC,-,,http://dx.doi.org/10.1175/2008JCLI2170.1,,,2008,"Seager, R; Burgman, R; Kushnir, Y; Clement, A; Cook, E; Naik, N; Miller, J",JOURNAL OF CLIMATE,10.1175/2008JCLI2170.1,"The possible role that tropical Pacific SSTs played in driving the megadroughts over North America during the medieval period is addressed. Fossil coral records from the Palmyra Atoll are used to derive tropical Pacific SSTs for the period from A. D. 1320 to A. D. 1462 and show overall colder conditions as well as extended multidecadal La Nina-like states. The reconstructed SSTs are used to force a 16-member ensemble of atmosphere GCM simulations, each with different initial conditions, with the atmosphere coupled to a mixed layer ocean outside of the tropical Pacific. Model results are verified against North American tree ring reconstructions of the Palmer Drought Severity Index. A singular value decomposition analysis is performed using the soil moisture anomaly simulated by another 16-member ensemble of simulations forced by global observed SSTs for 1856-2004 and tree ring reconstructions of the Palmer Drought Severity Index for the same period. This relationship is used to transfer the modeled medieval soil moisture anomaly (relative to the modern simulation) into a model-estimated Palmer Drought Severity Index. The model-estimated Palmer Drought Severity Index reproduces many aspects of both the interannual and decadal variations of the tree ring reconstructions, in addition to an overall drier climate that is drier than the tree ring records suggest. The model-estimated Palmer Drought Severity Index simulates two previously identified megadroughts, A. D. 1360-1400 and A. D. 1430-60, with a realistic spatial pattern and amplitude. In contrast, the model fails to produce a period of more normal conditions in the early fifteenth century that separated these two megadroughts. The dynamical link between tropical SSTs and the North American megadroughts is akin to that operating in modern droughts. The model results are used to argue that the tropical Pacific played an active role in driving the megadroughts. However, the match between simulated and reconstructed hydroclimate is such that it is likely that both the coral-reconstructed SST anomalies contain significant errors and that SST anomalies in other basins also played a role in driving hydroclimate variations over North America during the late medieval period.",,,
,,"Acropora (Anthozoa : Scleractinia) reproductive synchrony and spawning phenology in the northern Line Islands, central Pacific, as inferred from size classes of developing oocytes",paper,NO PARC,-,,http://dx.doi.org/10.2984/1534-6188(2008)62[569:AASRSA]2.0.CO;2,,,2008,"Kenyon, JC",PACIFIC SCIENCE,10.2984/1534-6188(2008)62[569:AASRSA]2.0.CO;2,"Little is known of the timing of reproduction in central Pacific coral populations near the equator. Oocyte pigmentation and size comparison with sizes of mature eggs reported in published literature were used to infer intra- and interspecific synchrony and probable spawning phenology in 15 species of Acropora from Palmyra and Kingman atolls in the northern Line Islands. Sampling at both atolls took place in March-April 2002 and 2004. Oocyte sizes were determined from microdissections of fixed, decalcified samples. The majority (91.2%) of samples (n = 209) were gravid, with high levels of fertility in most (84.3%) samples. Statistically discrete oocyte size classes could be distinguished in most taxa at each atoll in each year. These discrete oocyte size classes suggest that several episodes of spawning, involving multiple species, take place over 2 or 3 months beginning in early spring. These data, which are the first observations of coral reproductive synchrony in the Line Islands, support the results of other recent studies, suggesting that reproductive synchrony can be a feature of equatorial reef assemblages where the annual ranges of sea-surface temperature and tidal amplitude are small.",,,
,,"Evidence of population structure in the giant mottled eel, Anguilla marmorata, using total number of vertebrae",paper,NO PARC,-,,http://dx.doi.org/10.1643/CG-07-080,,,2008,"Watanabe, S; Aoyama, J; Miller, MJ; Ishikawa, S; Feunteun, E; Tsukamoto, K",COPEIA,10.1643/CG-07-080,"The population structure of the most widely distributed anguillid eel, Anguilla marmorata, was evaluated using a statistical analysis of total number of vertebrae. A total of 1166 specimens from 13 representative localities in the Indo-Pacific region from Reunion Island to Tahiti and from New Caledonia to Japan were examined in this analysis that also included previously published data. The specimens from Micronesia showed a remarkable difference from those collected at the 12 other localities, and those from Tahiti showed a significant difference from those collected at ten other localities, but not New Caledonia and Samoa. Furthermore, significant differences were found between the North Pacific Ocean region, except Ambon Island, and South Pacific Ocean regions and Reunion island, while there were few differences between specimens from the Indian and South Pacific Ocean regions. It appears likely, based on this morphological analysis and the geographic range of this species, that there are at least four or more populations of A. marmorata as has been Indicated previously by molecular genetic research.",,,
,,"Climate variability, biological control and an insect pest outbreak on Australia's Coral Sea islets: lessons for invertebrate conservation",paper,NO PARC,-,,http://dx.doi.org/10.1007/s10841-008-9157-2,,,2008,"Greenslade, P",JOURNAL OF INSECT CONSERVATION,10.1007/s10841-008-9157-2,"Distant tropical coral sand islets in the Coral Sea have remained isolated from major human interference since their relatively recent inception. As a result they have highly impoverished faunas and floras consisting only of species capable of long distance dispersal. Despite this bias, they have established some degree of stability or equilibrium. In the 1990s, it became apparent that a scale insect, Pulvinaria urbicola Cockerell and at least one species of attendant ant, Tetramorium bicarinatum (Nylander) were undergoing a population explosion on two of these islets causing damage to Pisonia grandis, a tree important as a nesting site for sea birds. The same phenomenon as in the Coral Sea, (Coringa Herald group), was recorded about the same time in the Capricorn group of islets (Great Barrier Reef), on Palmyra Atoll and Samoa in the Pacific and in the Seychelles (Indian Ocean). Control measures, the application of systemic insecticides, poisoning of attendant ants and introduction of biological control agents were applied to some islands. Pest numbers subsequently fell, often within months, even where no control measures were applied, suggesting that the population decline was a natural phenomenon on some sites and not the result of recent invasions. It is suggested that climate variability is likely to be a contributing factor. Rising sea surface temperatures that reduce prey available to sea birds so causing a lower nitrogen input to soils during nesting activities, together with drier conditions, are likely to have put Pisonia trees under stress. Stressed trees mobilise nutrients making them more vulnerable to attack by herbivores. If climate variability is an indirect cause of the pest outbreak, it is important to carefully assess the benefits and disadvantages, both environmentally and economically, of any control measures, especially when biological control agents are concerned, the effects of which are irreversible.",,,
,,El Nino effects in the Palmyra Atoll region: oceanographic changes and bigeye tuna (Thunnus obesus) catch rate variability,paper,NO PARC,-,,http://dx.doi.org/10.1111/j.1365-2419.2005.00397.x,,,2006,"Howell, EA; Kobayashi, DR",FISHERIES OCEANOGRAPHY,10.1111/j.1365-2419.2005.00397.x,"A generalized additive model (GAM) was constructed to separate and quantify the effects of fishery-based (operational) and oceanographic parameters on the bigeye tuna (Thunnus obesus) catch rates at Palmyra Atoll in the central Tropical Pacific. Bigeye catch, the number of hooks per set, and set location from 4884 longline sets spanning January 1994 to December 2003 were used with a temporally corresponding El Nino-Southern Oscillation (ENSO) indicator built from sea surface height (SSH) data. Observations of environmental data combined with the results from the GAM indicated that there is an increase in bigeye catch rates corresponding to an increase in eastward advection during the winter months of El Nino events. A seasonal pattern with higher bigeye catch rates from December to April and a spatial pattern with higher rates to the northeast and northwest of the atoll were observed during this study period. It is hypothesized that the combination of the eastward advection of the warm pool coupled with vertical changes in temperature during the winter months of El Nino events increases the availability of bigeye tuna in this region. This increase in availability may be due to a change in exploitable population size, location, or both.",,,
,,Anguilla marmorata (giant mottled eel) discovered in a new location: Natural range expansion or recent human introduction?,paper,NO PARC,-,,http://dx.doi.org/10.1353/psc.2005.0056,,,2006,"Handler, A; James, SA",PACIFIC SCIENCE,10.1353/psc.2005.0056,"Freshwater eels In the family Anguillidae spend a majority of their adult life In freshwater but migrate to the ocean to spawn and (lie. Because freshwater eels are believed to have a long larval period in the open ocean, it is unclear how the present global distribution of species arose. A stock of freshwater eels of the family Anguillidae was found oil Palmyra Atoll in the central Pacific Ocean, In June 2003. In October 2003, a single eel specimen was caught using a]land net from this small group of eels oil Palmyra Atoll. Morphological and molecular characters (12S and 16S mitochondrial rRNA and cytochrome 1) mtDNA sequences) were used to identify the species as Anguilla marmorata Quoy & Gaimard. The discovery of these eels oil Palmyra supports the hypothesis of natural range expansion from the Indo-Pacific eastward to the Galapagos through the Line Islands, but further analysis of oceanic Currents and more variable genes are required to assess whether humans are involved in the recent spread of Anguilla marmorata to these new locations.",,,
,,Effects of steep topography on the flow and stratification near Palmyra Atoll,paper,NO PARC,-,,http://dx.doi.org/10.1007/s1036-004-0091-x,,,2004,"Hamann, IM; Boehlert, GW; Wilson, CD",OCEAN DYNAMICS,10.1007/s1036-004-0091-x,"Two interdisciplinary cruises aimed at relating the ecology of marine fish populations to oceanographic conditions were fielded during the late summer and late winter seasons near Palmyra Atoll (5.9degreesN, 162.1degreesW) in the Line Islands. Ocean current and hydrographic measurements revealed interaction of the flow with the steep topography. During the first cruise (August/September 1990) satellite-tracked surface drifters and acoustic Doppler current profiler (ADCP) measurements showed a strong eastward setting North Equatorial Counter Current (NECC) with maximum speeds exceeding I m s(-1) at 80 in depth approximately. This current turned southeastward on closer approach to Palmyra. The drifter paths exhibited excursions with zonal wavelength of approximately 250 km, meridional amplitude of 25 km and period of approximately 5 days. During the second cruise (February/March 1992), the ADCP-derived speeds of the NECC were weaker (maxima approximately 33 cm s(-1)) while the relative geostrophic flow component was of magnitude similar to 1990 and the signal of zonal geostrophic currents reached much deeper to approximately 650 in depth (150 in in 1990). Doming isopycnals beneath the surface mixed layer as well as thick (10-25 m) internal mixed layers were found near Palmyra during both cruises, with slightly different positions relative to the island. The discontinuous vertical temperature profiles may have been a result of strong boundary mixing due to breaking internal waves on Palmyra's steep slopes. In the immediate vicinity of the island variations in flow speed, stratification and mixing in both the alongshore and cross-isobath directions were observed. Overall, the current speeds were reduced during February/March 1992, the peak time of the 1991-1993 warm event in the tropical Pacific. While parameters of turbulent two-dimensional wake theory are suggestive of formation and shedding of eddies in the lee of the island, no direct observations of circular motions were made in either expedition.",,,
